Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Location 1
2014,WY,Wyoming,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,242.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,56,"(42.9984, -107.552)"
2014,KS,Kansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,243,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,20,"(38.4828, -98.384)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,244.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,44,"(41.682, -71.5617)"
2014,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,244.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,12,"(28.6588, -82.497)"
2014,IA,Iowa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,246.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,19,"(42.076, -93.5022)"
2014,NC,North Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,246.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,37,"(35.5475, -79.4019)"
2014,IA,Iowa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,246.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,19,"(42.076, -93.5022)"
2014,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,247,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,6,"(37.2414, -119.601)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,248.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Black,T2,27,"(46.3159, -94.3068)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,248.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,8,"(38.997, -105.549)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,248.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,2,"(64.3173, -152.571)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,249.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,44,"(41.682, -71.5617)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,251.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,8,"(38.997, -105.549)"
2014,OK,Oklahoma,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,253.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,40,"(35.5848, -97.5098)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,253.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,49,"(39.3231, -111.676)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,253.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,4,"(34.2921, -111.664)"
2014,SC,South Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,253.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,45,"(33.9187, -80.9014)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,254.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,15,"(20.2408, -156.326)"
2014,NJ,New Jersey,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,256.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,34,"(40.1987, -74.6768)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,257,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,9,"(41.6179, -72.7254)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,257,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,15,"(20.2408, -156.326)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,257.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,41,"(43.9313, -120.554)"
2014,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,257.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,10,"(38.9952, -75.5014)"
2014,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,258,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,6,"(37.2414, -119.601)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,258.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,36,"(42.9465, -75.512)"
2014,IL,Illinois,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,259,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,17,"(40.0644, -89.2034)"
2014,WY,Wyoming,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,259.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,56,"(42.9984, -107.552)"
2014,MD,Maryland,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,259.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,24,"(39.0648, -76.82)"
2014,NM,New Mexico,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,259.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,35,"(34.4228, -106.102)"
2014,NJ,New Jersey,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,259.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,34,"(40.1987, -74.6768)"
2014,MD,Maryland,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,260,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,24,"(39.0648, -76.82)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,260.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,49,"(39.3231, -111.676)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,261.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,41,"(43.9313, -120.554)"
2014,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,261.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,10,"(38.9952, -75.5014)"
2014,IL,Illinois,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,261.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,17,"(40.0644, -89.2034)"
2014,TX,Texas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,262.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,48,"(31.4906, -99.3517)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,263,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,8,"(38.997, -105.549)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,263.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,36,"(42.9465, -75.512)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,264.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,15,"(20.2408, -156.326)"
2014,TX,Texas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,264.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,48,"(31.4906, -99.3517)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,265.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,41,"(43.9313, -120.554)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,266.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,8,"(38.997, -105.549)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,266.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,8,"(38.997, -105.549)"
2014,WA,Washington,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,267.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,53,"(47.378, -120.428)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,267.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,4,"(34.2921, -111.664)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,267.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,41,"(43.9313, -120.554)"
2014,SC,South Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,267.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,45,"(33.9187, -80.9014)"
2014,NJ,New Jersey,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,268.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,34,"(40.1987, -74.6768)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,268.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,4,"(34.2921, -111.664)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,270.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,25,"(42.2573, -71.8024)"
2014,PA,Pennsylvania,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,270.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,42,"(40.8749, -77.8022)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,272.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,2,"(64.3173, -152.571)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,272.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,49,"(39.3231, -111.676)"
2014,NE,Nebraska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,272.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,31,"(41.5228, -99.8085)"
2014,GA,Georgia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,273.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,13,"(32.6549, -83.4547)"
2014,PA,Pennsylvania,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,273.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,42,"(40.8749, -77.8022)"
2014,NV,Nevada,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,274.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,32,"(39.352, -116.65)"
2014,TX,Texas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,274.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,48,"(31.4906, -99.3517)"
2014,MI,Michigan,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,274.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,26,"(44.3371, -85.4387)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,275,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,4,"(34.2921, -111.664)"
2014,ME,Maine,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,275.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,23,"(45.3889, -69.2349)"
2014,NH,New Hampshire,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,276.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Black,T2,33,"(43.6834, -71.5794)"
2014,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,277,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,12,"(28.6588, -82.497)"
2014,WA,Washington,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,277.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,53,"(47.378, -120.428)"
2014,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,277.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,White,T2,11,"(38.9005, -77.0159)"
2014,GA,Georgia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,277.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,13,"(32.6549, -83.4547)"
2014,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,277.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,6,"(37.2414, -119.601)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,278.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,4,"(34.2921, -111.664)"
2014,ND,North Dakota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,278.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,38,"(47.4471, -100.47)"
2014,NM,New Mexico,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,279.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,35,"(34.4228, -106.102)"
2014,IN,Indiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,280.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,18,"(39.9128, -86.2757)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,280.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,2,"(64.3173, -152.571)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,280.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Black,T2,44,"(41.682, -71.5617)"
2014,IN,Indiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,280.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,18,"(39.9128, -86.2757)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,281.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,25,"(42.2573, -71.8024)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,283,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,15,"(20.2408, -156.326)"
2014,NM,New Mexico,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,283.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,35,"(34.4228, -106.102)"
2014,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,284.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,6,"(37.2414, -119.601)"
2014,ND,North Dakota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,284.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,38,"(47.4471, -100.47)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,285.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,9,"(41.6179, -72.7254)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,286.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,2,"(64.3173, -152.571)"
2014,OH,Ohio,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,287.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,39,"(40.2882, -82.7866)"
2014,NC,North Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,287.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,37,"(35.5475, -79.4019)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,287.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,36,"(42.9465, -75.512)"
2014,KS,Kansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,288.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,20,"(38.4828, -98.384)"
2014,NE,Nebraska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,288.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,31,"(41.5228, -99.8085)"
2014,NH,New Hampshire,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,288.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,33,"(43.6834, -71.5794)"
2014,OH,Ohio,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,290,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,39,"(40.2882, -82.7866)"
2014,SD,South Dakota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,290,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,46,"(44.4332, -100.236)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,290.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,9,"(41.6179, -72.7254)"
2014,NC,North Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,290.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,37,"(35.5475, -79.4019)"
2014,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,290.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,12,"(28.6588, -82.497)"
2014,NE,Nebraska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,291.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,31,"(41.5228, -99.8085)"
2014,NV,Nevada,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,291.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,32,"(39.352, -116.65)"
2014,NE,Nebraska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,291.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,31,"(41.5228, -99.8085)"
2014,MT,Montana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,292.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,30,"(47.0332, -109.653)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,292.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,27,"(46.3159, -94.3068)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,293.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,36,"(42.9465, -75.512)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,293.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,49,"(39.3231, -111.676)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,293.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,49,"(39.3231, -111.676)"
2014,NH,New Hampshire,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,293.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,33,"(43.6834, -71.5794)"
2014,ID,Idaho,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,293.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,16,"(44.3858, -114.661)"
2014,SD,South Dakota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,294.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,46,"(44.4332, -100.236)"
2014,NV,Nevada,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,294.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,32,"(39.352, -116.65)"
2014,NM,New Mexico,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,295.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,35,"(34.4228, -106.102)"
2014,ME,Maine,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,296.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,23,"(45.3889, -69.2349)"
2014,VT,Vermont,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,296.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,50,"(44.0733, -72.661)"
2014,MT,Montana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,297.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,30,"(47.0332, -109.653)"
2014,MI,Michigan,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,297.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,26,"(44.3371, -85.4387)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,297.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,all,T2,27,"(46.3159, -94.3068)"
2014,PA,Pennsylvania,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,297.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,42,"(40.8749, -77.8022)"
2014,KY,Kentucky,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,297.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,21,"(37.5266, -85.29)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,297.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,41,"(43.9313, -120.554)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,298.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Black,T2,15,"(20.2408, -156.326)"
2014,MO,Missouri,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,298.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,29,"(38.3641, -92.4798)"
2014,ME,Maine,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,298.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,23,"(45.3889, -69.2349)"
2014,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,299.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,12,"(28.6588, -82.497)"
2014,VT,Vermont,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,299.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,50,"(44.0733, -72.661)"
2014,WA,Washington,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,299.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,53,"(47.378, -120.428)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,299.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,White,T2,27,"(46.3159, -94.3068)"
2014,MD,Maryland,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,299.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,24,"(39.0648, -76.82)"
2014,ID,Idaho,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,300,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,16,"(44.3858, -114.661)"
